,recipe_id,ingredient,readings,amount
12729,2209304,米,ベイ,3合
12730,2209304,ウインナーソーセージ,ウインナーソーセージ,1袋(135g)
12731,2209304,玉ねぎ,タマネギ,0.5個
12732,2209304,マッシュルーム(生),マッシュルーム(セイ),1パック(小さめ9個)
12733,2209304,バター,バター,20g
12734,2209304,コンソメ(顆粒),コンソメ(カリュウ),3.0
12735,2209304,塩,シオ,0.5
12736,2209304,胡椒,コショウ,少々
12737,2209304,水,ミズ,3カップ(600cc)
12738,2209304,パセリ,パセリ,適量
12739,2809925,豆腐絹or木綿,トウフキヌorモメン,1丁300g
12740,2809925,玉ねぎ,タマネギ,中0.5個
12741,2809925,豚バラ肉,ブタバラニク,100g
12742,2809925,水,ミズ,200cc
12743,2809925,めんつゆ3倍濃縮タイプ,メンツユ3バイノウシュクタイプ,9.0
12744,2809925,料理酒,リョウリシュ,3.0
12745,2809925,砂糖,サトウ,2.0
12746,2809925,青ネギ小葱彩り用,アオネギショウネギイロドリヨウ,適量
12747,837565,じゃがいも,ジャガイモ,3~4個(400g)
12748,837565,卵(ゆで卵),タマゴ(ユデタマゴ),2個
12749,837565,きゅうり,キュウリ,1本
12750,837565,にんじん,ニンジン,3~4cm
12751,837565,玉ねぎ,タマネギ,小0.5.25個
12752,837565,塩(茹でる時),シオ(ユデルトキ),1.0
12753,837565,お酢,オス,2.0
12754,837565,マヨネーズ,マヨネーズ,12.0
12755,837565,こしょう,コショウ,少々
12756,4021384,豚薄切り肉(ももでもロースでもお好みで),ブタウスギリニク(モモデモロースデモオコノミデ),約240g
12757,4021384,塩コショウ,シオコショウ,少々
12758,4021384,ナス,ナス,1個
12759,4021384,プロセスチーズ,プロセスチーズ,5ミリ厚さ2枚
12760,4021384,油,アブラ,適量
12761,4021384,酒,サケ,3.0
12762,4021384,みりん,ミリン,6.0
12763,4021384,醤油,ショウユ,4.5
12764,3654914,大豆水煮,ダイズスイニ,山盛り2カップ
12765,3654914,ごぼう,ゴボウ,0.5本
12766,3654914,人参,ニンジン,1本
12767,3654914,こんにゃく,コンニャク,0.5枚
12768,3654914,昆布,コンブ,20cm
12769,3654914,水,ミズ,400ml
12770,3654914,サラダ油(炒め用),サラダユ(イタメヨウ),3.0
12771,3654914,醤油,ショウユ,9.0
12772,3654914,酒,サケ,6.0
12773,3654914,砂糖,サトウ,6.0
12774,3654914,みりん,ミリン,6.0
12775,1011359,豚バラ肉,ブタバラニク,150g
12776,1011359,白菜,ハクサイ,0.12株
12777,1011359,コチュジャン,コチュジャン,1.0
12778,1011359,味噌,ミソ,3.0
12779,1011359,みりん,ミリン,3.0
12780,1011359,ごま油,ゴマアブラ,1.5
12781,1011359,白胡麻,シロゴマ,少々
12782,1312873,鯵,アジ,6匹(小鯵使用)
12783,1312873,生姜(微塵切り),ショウガ(ミジンギリ),1かけ
12784,1312873,醤油,ショウユ,大1
12785,1312873,ガーリックパウダー,ガーリックパウダー,少々
12786,1312873,お酒,オサケ,小1
12787,1312873,片栗粉,カタクリコ,適量
12788,1312873,ごま油,ゴマアブラ,大1
12789,4324079,レンコン,レンコン,1節(15cmでした)
12790,4324079,酢,ス,6.0
12791,4324079,料理酒,リョウリシュ,6.0
12792,4324079,みりん,ミリン,3.0
12793,4324079,醤油,ショウユ,3.0
12794,4324079,だしの素,ダシノモト,0.5
12795,4324079,胡麻,ゴマ,適量
12796,2874146,茄子,ナスビ,中3~4本
12797,2874146,豚挽き肉,ブタヒキニク,100
12798,2874146,生姜大蒜(微塵切り),ショウガニンニク(ミジンギリ),1.0
12799,2874146,長葱小口,チョウネギコグチ,半本~
12800,2874146,味噌(味噌により加減),ミソ(ミソニヨリカゲン),6.0
12801,2874146,醤油甜菜糖酒,ショウユテンサイトウシュ,各大匙1
12802,2874146,豆板醤(無くてもOK),マメイタヒシオ(ナクテモOK),0.5
12803,2874146,サラダ油又胡麻油(炒め用),サラダユマタゴマアブラ(イタメヨウ),3.0
12804,4148829,ひじき(乾燥),ヒジキ(カンソウ),18g
12805,4148829,豚ひき肉,ブタヒキニク,150g
12806,4148829,厚揚げ,アツアゲ,1枚(230g)
12807,4148829,蒟蒻,コンニャク,1枚(230g)
12808,4148829,人参,ニンジン,1本(150g)
12809,4148829,めんつゆ(3倍濃縮)みりん,メンツユ(3バイノウシュク)ミリン,各大さじ7
12810,4148829,水,ミズ,200cc
12811,3149858,しめじ,シメジ,1パック
12812,3149858,オクラ,オクラ,4〜5本
12813,3149858,ねぎ,ネギ,5cm
12814,3149858,白ごま,シロゴマ,適宜
12815,3149858,鰹節,カツオブシ,適宜
12816,3149858,ポン酢,ポンズ,3.0
12817,3149858,薄口醤油,ウスクチショウユ,1.5
12818,3149858,白だし,シロダシ,1.5
12819,3149858,ごま油,ゴマアブラ,0.5
12820,3450676,トマト,トマト,1個
12821,3450676,玉ねぎ,タマネギ,0.25個
12822,3450676,玉子,タマゴ,1個
12823,3450676,オリーブオイル(サラダ油可),オリーブオイル(サラダユカ),3.0
12824,3450676,にんにく(すりおろし),ニンニク(スリオロシ),1.0
12825,3450676,コンソメスープ,コンソメスープ,2cup
12826,3450676,塩コショウ,シオコショウ,少々
12827,3450676,パルミジャーノレッジャーノ(粉チーズ),パルミジャーノレッジャーノ(コチーズ),6.0
12828,3450676,パセリ(みじん切り),パセリ(ミジンギリ),少々
12829,667772,ささみ,ササミ,6本
12830,667772,大葉,オオバ,6枚
12831,667772,プロセスチーズ,プロセスチーズ,2個
12832,667772,片栗粉,カタクリコ,6.0
12833,667772,ごま油,ゴマアブラ,6.0
12834,667772,醤油,ショウユ,3.0
12835,667772,酒,サケ,3.0
12836,667772,みりん,ミリン,6.0
12837,2474382,人参,ニンジン,1本
12838,2474382,ジャコ,ジャコ,大盛り大さじ2~
12839,2474382,ほんだし,ホンダシ,0.5
12840,1035743,鶏もも肉,ニワトリモモニク,1枚(250〜300g)
12841,1035743,塩コショウ,シオコショウ,少々
12842,1035743,みりん,ミリン,6.0
12843,1035743,酒,サケ,6.0
12844,1035743,醤油,ショウユ,9.0
12845,1035743,はちみつ,ハチミツ,3.0
12846,1035743,にんにくすりおろし,ニンニクスリオロシ,1かけ分
12847,1035743,しょうがすりおろし,シょうがすりおろし,1かけ分(ニンニクと同量くらい)
12848,969142,ブロッコリー,ブロッコリー,0.33.25株
12849,969142,白すりごま,シロスリゴマ,大1
12850,969142,砂糖,サトウ,小0.5
12851,969142,醤油,ショウユ,小1
12852,2223583,中華麺,チュウカメン,2玉
12853,2223583,豚ばら薄切り肉(1センチ幅に切る),ブタバラウスギリニク(1センチハバニキル),100g
12854,2223583,キャベツ(ざく切り),キャベツ(ザクギリ),200g
12855,2223583,ちくわ(斜め薄切り),チクワ(ナナメウスギリ),2本
12856,2223583,天かす,テンカス,12.0
12857,2223583,とんかつソース,トンカツソース,4.5
12858,2223583,サラダ油,サラダユ,3.0
12859,2223583,かつおぶし青のり紅しょうが,カツオブシアオノリベニショウガ,適量
12860,2223583,ウスターソース,ウスターソース,3.0
12861,2223583,オイスターソース,オイスターソース,1.0
12862,2223583,だしの素,ダシノモト,1.5
12863,3828416,塩鯖,シオサバ,半身1切れ
12864,3828416,酒,サケ,9.0
12865,3828416,水,ミズ,塩鯖がつかる程度
12866,3828416,ポン酢しょうゆ,ポンズショウユ,適量
12867,3828416,大根おろし(お好みで),ダイコンオロシ(オコノミデ),適量
12868,3828416,七味唐辛子(お好みで),シチミトウガラシ(オコノミデ),適量
12869,635782,鶏胸肉(ささみでも可),ニワトリムネニク(ササミデモカ),1枚(ささみ5本)
12870,635782,塩胡椒,シオコショウ,少々
12871,635782,酒,サケ,3.0
12872,635782,片栗粉,カタクリコ,3.0
12873,635782,玉ねぎ,タマネギ,1個
12874,635782,ピーマン,ピーマン,4個
12875,635782,ごま油,ゴマアブラ,3.0
12876,635782,しょうが(すりおろし),ショウガ(スリオロシ),1片
12877,635782,酒,サケ,6.0
12878,635782,みりん,ミリン,6.0
12879,635782,醤油,ショウユ,6.0
12880,2711054,鶏むね肉,ニワトリムネニク,2枚(600g位)
12881,2711054,酒,サケ,3.0
12882,2711054,砂糖,サトウ,1.0
12883,2711054,塩,シオ,0.25
12884,2711054,マヨネーズ,マヨネーズ,3.0
12885,2711054,片栗粉,カタクリコ,18.0
12886,2711054,揚げ油,アゲアブラ,適量
12887,2711054,めんつゆ(3倍濃縮),メンツユ(3バイノウシュク),15.0
12888,2711054,しょうゆ,ショウユ,3.0
12889,2711054,みりん,ミリン,12.0
12890,2711054,砂糖,サトウ,9.0
12891,2711054,おろしにんにく(チューブ),オロシニンニク(チューブ),1cm分位
12892,2711054,白ごま,シロゴマ,6.0
12893,2711054,水,ミズ,6.0
12894,2711054,片栗粉,カタクリコ,1.0
12895,2711054,水,ミズ,1.0
12896,2711054,粗挽き黒胡椒(お好みで),ホボヒキクロコショウ(オコノミデ),適量
12897,2711054,七味唐辛子(お好みで),シチミトウガラシ(オコノミデ),適量
12898,2368349,小松菜,コマツナ,200g
12899,2368349,ほうれん草,ホウレンソウ,150g
12900,2368349,えのき,エノキ,200g
12901,2368349,ちりめんじゃこ,チリメンジャコ,6.0
12902,2368349,すりごま,スリゴマ,9.0
12903,2368349,醤油,ショウユ,6.0
12904,2368349,みりん,ミリン,3.0
12905,2571061,レンコン,レンコン,250g
12906,2571061,人参(千切り),ニンジン(センギリ),3cm程
12907,2571061,新玉ねぎ,シンタマネギ,小1こ
12908,2571061,ほうれん草(あってもなくても),ホウレンソウ(アッテモナクテモ),少量
12909,2571061,すり胡麻,スリゴマ,9.0
12910,2571061,コーン,コーン,好きなだけ
12911,2571061,マヨネーズ,マヨネーズ,好きなだけ
12912,935006,じゃが芋,ジャガイモ,350g
12913,935006,トマト,トマト,150g
12914,935006,ツナ,ツナ,80g小1缶
12915,935006,オリーブ油,オリーブユ,適量
12916,935006,ニンニク,ニンニク,2カケ
12917,935006,醤油,ショウユ,1.5
12918,935006,コンソメ,コンソメ,1.0
12919,935006,砂糖,サトウ,1.0
12920,935006,ブラックペッパー,ブラックペッパー,少々
12921,935006,生パセリまたはドライパセリ,ナマパセリマタハドライパセリ,適量
12922,2091369,豚薄切り肉,ブタウスギリニク,12枚(450g位)
12923,2091369,酒,サケ,4.5
12924,2091369,砂糖,サトウ,1.5
12925,2091369,塩,シオ,0.25
12926,2091369,青じそ,アオジソ,12枚(豚肉の枚数)
12927,2091369,梅干し(かつお梅やはちみつ梅でもよい),ウメボシ(カツオウメヤハチミツウメデモヨイ),大2個位
12928,2091369,揚げ油,アゲアブラ,適量
12929,2091369,卵,タマゴ,1個
12930,2091369,薄力粉,ハクリキコ,24.0
12931,2091369,水,ミズ,15.0
12932,2091369,パン粉,パンコ,適量
12933,1461009,だいこん,ダイコン,0.33本位
12934,1461009,にんじん(お好みで),ニンジン(オコノミデ),1本
12935,1461009,鶏挽肉,ニワトリヒキニク,150g
12936,1461009,生姜チューブ,ショウガチューブ,2cm位
12937,1461009,醤油酒みりん,ショウユシュミリン,各大さじ1
12938,1461009,粉末鶏ガラスープの素,フンマツニワトリガラスープノモト,3.0
12939,1461009,水,ミズ,250cc
12940,1461009,塩,シオ,適量
12941,1461009,水溶き片栗粉,ミズトキカタクリコ,適量
12942,743266,鶏手羽先,ニワトリテバサキ,8~10本
12943,743266,ニンニク,ニンニク,1片
12944,743266,鷹の爪,タカノツメ,1本
12945,743266,コカコーラ,コカコーラ,400cc
12946,743266,醤油,ショウユ,7.5
12947,743266,サラダ油,サラダユ,適量
12948,1069312,パスタ,パスタ,80g
12949,1069312,豚ひき肉(合挽きでも),ブタヒキニク(ゴウヒキデモ),50g
12950,1069312,ナス,ナス,1本
12951,1069312,にんにく,ニンニク,1片
12952,1069312,ケチャップ(デルモンテ使用),ケチャップ(デルモンテシヨウ),6.0
12953,1069312,ウスターソース,ウスターソース,3.0
12954,1069312,顆粒コンソメ,カリュウコンソメ,0.5
12955,1069312,塩,シオ,適量
12956,1069312,ブラックペッパー,ブラックペッパー,適量
12957,1069312,パルメザンチーズ,パルメザンチーズ,たっぷり
12958,2608951,ピーマン,ピーマン,6個位
12959,2608951,塩昆布,シオコンブ,指先で2摘み
12960,2608951,ごま油,ゴマアブラ,1.0
12961,2608951,炒りごま,イリゴマ,好きなだけ
12962,4241831,さつまいも,サツマイモ,0.5本
12963,4241831,ウインナー,ウインナー,6本
12964,4241831,バター,バター,5g
12965,4241831,塩,シオ,少々
12966,4241831,黒胡椒,クロコショウ,少々
12967,4241831,酒,サケ,6.0
12968,4241831,水,ミズ,6.0
12969,4241831,粒マスタード,ツブマスタード,3.0
12970,4241831,醤油,ショウユ,0.5
12971,1370166,カボチャ,カボチャ,300グラム
12972,1370166,マヨネーズ,マヨネーズ,お好みで
12973,1370166,胡桃orスライスアーモンド,クルミorスライスアーモンド,適量
12974,1370166,オリーブオイルまたはサラダ油,オリーブオイルマタハサラダユ,3.0
12975,1370166,お酢,オス,3.0
12976,1370166,マスタード,マスタード,1.5
12977,1370166,塩コショウ,シオコショウ,各少々
12978,1147088,豆腐,トウフ,150g
12979,1147088,卵,タマゴ,1個
12980,1147088,刻み海苔,キザミノリ,たっぷり
12981,1147088,めんつゆ(3倍濃縮),メンツユ(3バイノウシュク),30cc
12982,1147088,水,ミズ,100cc
12983,1147088,ごはん,ゴハン,お茶碗1杯
12984,1161010,鮭,サケ,4切れ
12985,1161010,塩胡椒,シオコショウ,適量
12986,1161010,小麦粉,コムギコ,鮭にまぶす程度
12987,1161010,白ワイン(なければ料理酒でも可),シロワイン(ナケレバリョウリシュデモカ),大4
12988,1161010,赤と黄色のパプリカ(彩りのため),アカトキイロノパプリカ(イロドリノタメ),各0.5ずつ
12989,1161010,しめじ,シメジ,1株
12990,1161010,牛乳,ギュウニュウ,200cc
12991,1161010,コンソメ,コンソメ,1個(小2)
12992,1161010,バター,バター,小2
12993,1161010,塩胡椒,シオコショウ,適量
12994,1161010,小麦粉,コムギコ,8g前後(とろみがつく程度)
12995,4200994,鶏むね肉,ニワトリムネニク,1枚(250g)
12996,4200994,ブロッコリー,ブロッコリー,0.5本
12997,4200994,にんにく(みじん切り),ニンニク(ミジンギリ),1片分
12998,4200994,粒マスタード,ツブマスタード,4.5
12999,4200994,酒,サケ,4.5
13000,4200994,醤油,ショウユ,1.0
13001,4200994,みりん,ミリン,1.0
13002,4200994,塩こしょう,シオコショウ,少々
13003,4200994,酒,サケ,3.0
13004,4200994,片栗粉,カタクリコ,適量
13005,4200994,油,アブラ,適量
13006,1866508,ピーマン,ピーマン,3~4個
13007,1866508,ツナ缶(小),ツナカン(ショウ),1缶
13008,1866508,しょうゆ,ショウユ,1.0
13009,1081825,乾燥きくらげ,カンソウキクラゲ,7~8g
13010,1081825,卵,タマゴ,2個
13011,1081825,豚肉(コマorバラ),ブタニク(コマorバラ),150g
13012,1081825,長ネギ(なくてもOK),ナガネギ(ナクテモOK),0.5本
13013,1081825,サラダ油,サラダユ,6.0
13014,1081825,塩こしょう,シオコショウ,適量
13015,1081825,酒,サケ,3.0
13016,1081825,中華味の素,チュウカアジノモト,1.0
13017,364794,牛豚合いびき肉(豚挽肉でも),ウシブタアイビキニク(ブタヒキニクデモ),210g
13018,364794,玉ねぎみじん切り,タマネギミジンギリ,中1個分
13019,364794,卵,タマゴ,1個
13020,364794,パン粉,パンコ,0.5cup
13021,364794,牛乳,ギュウニュウ,6.0
13022,364794,みそ,ミソ,3.0
13023,364794,マヨネーズ,マヨネーズ,3.0
13024,364794,ナツメグ,ナツメグ,適量
13025,364794,塩コショウ,シオコショウ,適量
13026,364794,白ワイン,シロワイン,100cc
13027,2485952,牛すじ肉,ウシスジニク,500g
13028,2485952,炭酸水,タンサンスイ,1L
13029,2485952,酒(料理酒でもOK),サケ(リョウリシュデモOK),200cc
13030,2485952,醤油,ショウユ,18.0
13031,2485952,砂糖,サトウ,18.0
13032,2485952,おろししょうが,オロシショウガ,3.0
13033,2485952,長ねぎ(あれば),チョウネギ(アレバ),適量
13034,2113402,えのきだけ,エノキダケ,1袋
13035,2113402,醤油,ショウユ,9.0
13036,2113402,みりん,ミリン,9.0
13037,2113402,酒,サケ,9.0
13038,2113402,砂糖,サトウ,2.0
13039,2113402,酢,ス,3.0
13040,276146,なす,ナス,3本
13041,276146,ピーマン,ピーマン,2個
13042,276146,豚肉(豚バラ切り落としなど),ブタニク(ブタバラキリオトシナド),150g程度
13043,276146,味噌,ミソ,6.0
13044,276146,砂糖,サトウ,6.0
13045,276146,酒,サケ,3.0
13046,276146,醤油,ショウユ,1.0
13047,276146,サラダ油,サラダユ,適量
13048,276146,ごま油,ゴマアブラ,少々
13049,755280,鶏もも肉,ニワトリモモニク,2枚(300~350g)
13050,755280,にんにく(すりおろし),ニンニク(スリオロシ),1片
13051,755280,しょうが(すりおろし),ショウガ(スリオロシ),1片
13052,755280,醤油,ショウユ,3.0
13053,755280,酒,サケ,3.0
13054,755280,卵,タマゴ,9.0
13055,755280,塩胡椒,シオコショウ,少々
13056,755280,片栗粉,カタクリコ,18.0
13057,755280,ごま油,ゴマアブラ,3.0
13058,2442802,大根(せん切り),ダイコン(センギリ),0.33本(300g~)
13059,2442802,大根おろし,ダイコンオロシ,6.0
13060,2442802,砂糖,サトウ,3.0
13061,2442802,しょう油,ショウユ,3.0
13062,2442802,みりん,ミリン,3.0
13063,2442802,酢,ス,3.0
13064,2442802,サラダ油,サラダユ,1.0
13065,2442802,生姜(チューブ),ショウガ(チューブ),0.33
13066,250424,高野豆腐,タカノトウフ,2個
13067,250424,とり挽肉,トリヒキニク,50g
13068,250424,にんじん,ニンジン,20g
13069,250424,しいたけ(しめじなどお好みで),シイタケ(シメジナドオコノミデ),1個
13070,250424,しょうがのみじん切り,ショウガノミジンギリ,0.5カケ
13071,250424,だし汁,ダシジル,10.5カップ
13072,250424,砂糖,サトウ,大2
13073,250424,酒,サケ,大2
13074,250424,みりん,ミリン,大0.5
13075,250424,醤油,ショウユ,大2
13076,3422752,バジルの葉,バジルノハ,80g
13077,3422752,松の実,マツノミ,50g
13078,3422752,カシューナッツ(なくてもOK),カシューナッツ(ナクテモOK),20g
13079,3422752,EXVオリーブオイル,EXVオリーブオイル,120cc
13080,3422752,にんにく,ニンニク,1片
13081,3422752,塩粗挽き黒胡椒,シオホボヒキクロコショウ,適量
13082,3422752,粉チーズ,コナチーズ,6.0
13083,3940524,人参,ニンジン,0.25本
13084,3940524,水,ミズ,800cc
13085,3940524,ウェイパー(中華だし),ウェイパー(チュウカダシ),2.0
13086,3940524,みりんオイスターソース酒,ミリンオイスターソースシュ,各大さじ1
13087,3940524,王将餃子,オウショウギョウザ,2人前(12個)
13088,3940524,水溶き片栗粉(水片栗粉),ミズトキカタクリコ(スイカタクリコ),3.0
13089,3940524,溶きたまご,トキタマゴ,1個
13090,3940524,レタス,レタス,大きめ4枚
13091,3940524,塩,シオ,ひとつまみ~
13092,3940524,コショウ,コショウ,少々
13093,3940524,青ネギ(小口切り),アオネギ(コグチキリ),適量
13094,3940524,ゴマ油,ゴマアブラ,適量
13095,2096064,鶏胸肉またはささみ,ニワトリムネニクマタハササミ,1枚/ささみなら4枚位
13096,2096064,塩コショウ,シオコショウ,少々
13097,2096064,片栗粉,カタクリコ,適宜
13098,2096064,大根おろし,ダイコンオロシ,3cm
13099,2096064,めんつゆ(三倍濃縮),メンツユ(サンバイノウシュク),50cc
13100,2096064,水,ミズ,150cc
13101,2096064,きざみネギ,キザミネギ,あれば適宜
13102,2096064,しょうが,ショウガ,好みで1片
13103,2110384,生椎茸,ナマシイタケ,7~8個(1パック)
13104,2110384,水,ミズ,100cc
13105,2110384,醤油,ショウユ,3.0
13106,2110384,みりん,ミリン,3.0
13107,2110384,酒,サケ,3.0
13108,2110384,砂糖,サトウ,1.5
13109,1383569,豚肉バラ薄切り,ブタニクバラウスギリ,150g
13110,1383569,(に塩胡椒酒片栗粉,(ニシオコショウシュカタクリコ,少々)
13111,1383569,玉ねぎ,タマネギ,中1個
13112,1383569,人参,ニンジン,小0.5本
13113,1383569,しめじ,シメジ,ひとつかみ
13114,1383569,にんにく,ニンニク,1かけ
13115,1383569,トマト缶(ホールでもカットでも),トマトカン(ホールデモカットデモ),1缶(400g)
13116,1383569,水,ミズ,この缶1杯分
13117,1383569,固形コンソメ,コケイコンソメ,1個(顆粒なら小さじ2)
13118,1383569,ローリエ,ローリエ,1枚
13119,1383569,お好みのカレールー,オコノミノカレールー,半箱分(5皿分)
13120,1383569,オリーブオイル,オリーブオイル,6.0
13121,1383569,中濃ソース(他お好みの隠し味),チュウコソース(タオコノミノカクシミ),3.0
13122,1597589,大根の葉,ダイコンノハ,1束
13123,1597589,ツナ缶,ツナカン,1缶
13124,1597589,しょうゆ,ショウユ,6.0
13125,1597589,酒,サケ,6.0
13126,1597589,みりん,ミリン,6.0
13127,1597589,ごま油,ゴマアブラ,3.0
13128,1597589,いりごま,イリゴマ,適量
13129,373163,ごぼう,ゴボウ,1本
13130,373163,ベーコン,ベーコン,2枚
13131,373163,にんにく,ニンニク,1かけ
13132,373163,オリーブオイル,オリーブオイル,適量
13133,373163,マヨネーズ,マヨネーズ,適量
13134,373163,塩,シオ,適量
13135,373163,ブラックペッパー,ブラックペッパー,適量
13136,1707707,ほうれん草,ホウレンソウ,1把
13137,1707707,ごま油,ゴマアブラ,4.5
13138,1707707,ごま,ゴマ,3.0
13139,1707707,しょうゆ,ショウユ,1.0
13140,1707707,鶏がらスープのもと,ニワトリガラスープノモト,0.5
13141,1707707,塩,シオ,味をみて最後にひとつまみ
13142,2715060,生鮭の切り身,ナマサケノキリミ,3切れ
13143,2715060,塩,シオ,少々
13144,2715060,醤油,ショウユ,3.0
13145,2715060,本みりん,ホンミリン,3.0
13146,2715060,サラダ油,サラダユ,適量
13147,302889,きぬごし豆腐,キヌゴシトウフ,150g
13148,302889,鶏ひき肉,ニワトリヒキニク,100g
13149,302889,出し汁,ダシジル,300cc
13150,302889,さとう,サトウ,3.0
13151,302889,塩,シオ,0.33
13152,302889,酒,サケ,3.0
13153,302889,みりん,ミリン,3.0
13154,302889,醤油,ショウユ,6.0
13155,302889,しょうがの絞り汁,ショウガノシボリジル,2かけ分
13156,302889,片栗粉,カタクリコ,3.0
13157,1266718,なす,ナス,1本
13158,1266718,ツナ缶,ツナカン,1缶
13159,1266718,ケチャップ,ケチャップ,適量
13160,1266718,マヨネーズ,マヨネーズ,適量
13161,1266718,塩こしょう,シオコショウ,少々
13162,1266718,とろけるチーズ,トロケルチーズ,お好きなだけ
13163,2028125,豚バラ薄切り肉(ブロックでもOK),ブタバラウスギリニク(ブロックデモOK),約200g
13164,2028125,大根,ダイコン,約大0.5本
13165,2028125,サラダ油,サラダユ,6.0
13166,2028125,水,ミズ,3カップ
13167,2028125,酒,サケ,9.0
13168,2028125,みりん,ミリン,9.0
13169,2028125,しょうゆ,ショウユ,9.0
13170,2028125,砂糖,サトウ,3.0
13171,2028125,小ネギ(大根の葉でもOK),ショウネギ(ダイコンノハデモOK),適宜
13172,471765,玄米ご飯,ゲンマイゴハン,3合(ID471726)
13173,471765,醤油,ショウユ,大1~
13174,3520118,なす,ナス,1本
13175,3520118,ごま油(炒め用),ゴマアブラ(イタメヨウ),3.0
13176,3520118,油揚げ(正方形),アブラアゲ(セイホウケイ),1枚
13177,3520118,水,ミズ,3カップ
13178,3520118,本だし,ホンダシ,1.0
13179,3520118,味噌,ミソ,6.0
13180,1064412,ライスペーパー,ライスペーパー,4枚
13181,1064412,海老(生食用),エビ(セイショクヨウ),12匹
13182,1064412,生ハム,ナマハム,8枚
13183,1064412,にんじん,ニンジン,0.5本
13184,1064412,大根,ダイコン,0.25本
13185,1064412,きゅうり,キュウリ,1本
13186,1064412,スプラウト,スプラウト,1パック
13187,1064412,レタス,レタス,適量
13188,1064412,パクチー(香菜),パクチー(カナ),適量(なくてもOK)
13189,1064412,スイートチリソース,スイートチリソース,適量
13190,601750,豚レバー,ブタレバー,200g
13191,601750,ニラ,ニラ,1把
13192,601750,もやし,モヤシ,1袋
13193,601750,牛乳,ギュウニュウ,ヒタヒタになるくらい
13194,601750,しょうが,ショウガ,1かけ
13195,601750,酒,サケ,3.0
13196,601750,しょうゆ,ショウユ,3.0
13197,601750,酒,サケ,6.0
13198,601750,しょうゆ,ショウユ,1.0
13199,601750,オイスターソース,オイスターソース,6.0
13200,601750,豆板醤,マメイタヒシオ,耳かき1杯分
13201,601750,塩コショウ,シオコショウ,少々
13202,601750,片栗粉,カタクリコ,適量
13203,425138,牛ひき肉,ウシヒキニク,300g
13204,425138,おろし生姜,オロシショウガ,1かけ分
13205,425138,砂糖,サトウ,3.0
13206,425138,酒,サケ,3.0
13207,425138,醤油,ショウユ,6.0
13208,425138,卵,タマゴ,4個
13209,425138,塩,シオ,0.5
13210,425138,砂糖,サトウ,1.0
13211,425138,サラダ油,サラダユ,3.0
13212,425138,いんげんなど,インゲンナド,お好みで
13213,425138,ご飯,ゴハン,丼に軽く4杯
13214,1552186,米,ベイ,2合
13215,1552186,茹でタコ(蒸しタコ生食用),ユデタコ(ムシタコセイショクヨウ),100~150g
13216,1552186,醤油,ショウユ,大1.5
13217,1552186,こぶ茶顆粒,コブチャカリュウ,小2
13218,1552186,みりん,ミリン,大1
13219,1552186,日本酒,ニッポンシュ,大3
13220,1552186,生姜の千切り,ショウガノセンギリ,1片
13221,1552186,実山椒(実山椒佃煮),ジツサンショウ(ジツサンショウツクダニ),小1
13222,1552186,万能葱小口切り(小葱),バンノウネギコグチキリ(ショウネギ),適量
13223,852804,じゃがいも,ジャガイモ,100g
13224,852804,コーン缶,コーンカン,0.5カップ
13225,852804,マヨネーズ,マヨネーズ,3.0
13226,852804,ケチャップ(又はお好みソース),ケチャップ(マタハオコノミソース),適量
13227,852804,スライスチーズ(溶けるタイプがおすすめ),スライスチーズ(トケルタイプガオススメ),1枚位
13228,852804,パセリ,パセリ,適量
13229,1320830,牡蠣,カキ,200g
13230,1320830,片栗粉,カタクリコ,3.0
13231,1320830,白菜,ハクサイ,0.25株
13232,1320830,だしの素,ダシノモト,0.5
13233,1320830,みりん酒,ミリンシュ,各大さじ1
13234,1320830,塩,シオ,0.5
13235,1320830,醤油,ショウユ,6.0
13236,2301134,鶏ひき肉,ニワトリヒキニク,200g
13237,2301134,木綿豆腐,コワタトウフ,120g
13238,2301134,玉ねぎ(みじん切り),タマネギ(ミジンギリ),0.25個
13239,2301134,パン粉,パンコ,12.0
13240,2301134,片栗粉,カタクリコ,3.0
13241,2301134,塩,シオ,0.25
13242,2301134,酒,サケ,3.0
13243,2301134,醤油,ショウユ,6.0
13244,2301134,砂糖,サトウ,6.0
13245,2301134,みりん,ミリン,3.0
13246,2301134,酢,ス,3.0
13247,4424770,ササミ,ササミ,2枚
13248,4424770,アボカド,アボカド,1個
13249,4424770,パプリカ(赤),パプリカ(アカ),0.12個
13250,4424770,キューピーマヨネーズ,キューピーマヨネーズ,3.0
13251,4424770,醤油,ショウユ,3.0
13252,4424770,わさび(チューブ),ワサビ(チューブ),2~3cm
13253,1588943,冷凍うどん,レイトウウドン,3玉(2玉でもOK)
13254,1588943,水,ミズ,少々
13255,1588943,本だし,ホンダシ,0.5
13256,1588943,醤油,ショウユ,3.0
13257,1588943,生クリーム,ナマクリーム,100cc
13258,1588943,塩コショウ,シオコショウ,少々
13259,1588943,(トッピング用)黒こしょう,(トッピングヨウ)クロコショウ,少々
13260,2754346,合挽き肉,ゴウヒキニク,200g
13261,2754346,ピーマン,ピーマン,5〜6個
13262,2754346,長ネギ(玉ねぎ),ナガネギ(タマネギ),1本(0.5個)
13263,2754346,醤油,ショウユ,大0.5
13264,2754346,マヨネーズ,マヨネーズ,大1
13265,2754346,塩こしょう,シオコショウ,適宜
